DATE,PRCP,TMAX,TMIN,RAIN
10-09-67,0.31,75,59,1
11-09-67,0.2,64,53,1
12-09-67,0,69,47,0
13-09-67,0,76,50,0
14-09-67,0,85,56,0
15-09-67,0,93,57,0
16-09-67,0,91,57,0
17-09-67,0,78,57,0
18-09-67,0,74,55,0
19-09-67,0,79,55,0
20-09-67,0,76,61,0
21-09-67,0,78,56,0
22-09-67,0,70,51,0
23-09-67,0,73,51,0
24-09-67,0,77,49,0
25-09-67,0,73,52,0
26-09-67,0,78,54,0
27-09-67,0,89,52,0
28-09-67,0,76,52,0
29-09-67,0.14,63,56,1
30-09-67,0.02,61,55,1
01-10-67,0.45,58,54,1
02-10-67,0.18,66,52,1
03-10-67,0.45,60,51,1
04-10-67,0.07,66,49,1
05-10-67,0.12,61,51,1
06-10-67,0.05,63,54,1
07-10-67,0.13,68,53,1
08-10-67,0,70,49,0
09-10-67,0,71,52,0
10-10-67,0.86,64,57,1
11-10-67,0.05,64,53,1
12-10-67,0,61,51,0
13-10-67,0.33,57,53,1
14-10-67,0,62,46,0
15-10-67,0,60,45,0
16-10-67,0,62,50,0
17-10-67,0,63,49,0
18-10-67,0.08,58,46,1
19-10-67,0,59,45,0
20-10-67,0.54,55,40,1
21-10-67,0.78,59,49,1
22-10-67,0.41,59,50,1
23-10-67,0,58,44,0
24-10-67,0.37,55,44,1
25-10-67,0,57,44,0
26-10-67,0,53,41,0
27-10-67,1.23,60,46,1
28-10-67,0,57,46,0
29-10-67,0,57,45,0
30-10-67,0.03,66,51,1
31-10-67,0.53,59,47,1
01-11-67,0,52,44,0
02-11-67,0,59,39,0
03-11-67,0,53,42,0
04-11-67,0,61,43,0
05-11-67,0,59,42,0
06-11-67,0,58,37,0
07-11-67,0.11,53,48,1
08-11-67,0.56,56,48,1
09-11-67,0.3,53,48,1
10-11-67,0.48,55,47,1
11-11-67,0.03,53,45,1
12-11-67,0,56,48,0
13-11-67,0.01,58,45,1
14-11-67,0.27,59,50,1
15-11-67,0.06,57,49,1
16-11-67,0,57,48,0
17-11-67,0,54,44,0
18-11-67,0,51,45,0
19-11-67,0,51,38,0
20-11-67,0,48,35,0
21-11-67,0,46,32,0
22-11-67,0.04,50,42,1
23-11-67,0.03,51,44,1
24-11-67,0,52,39,0
25-11-67,0,45,32,0
26-11-67,0,44,31,0
27-11-67,0.01,47,41,1
28-11-67,0.45,45,35,1
29-11-67,0.08,47,40,1
30-11-67,0.13,45,41,1
01-12-67,0.13,49,41,1
02-12-67,0.83,50,42,1
03-12-67,0.19,50,41,1
04-12-67,0.39,47,40,1
05-12-67,0.12,44,35,1
06-12-67,0.34,46,35,1
07-12-67,0.1,44,35,1
08-12-67,0.05,44,37,1
09-12-67,0.06,55,40,1
10-12-67,0.45,54,41,1
11-12-67,0,44,34,0
12-12-67,0.06,42,29,1
13-12-67,0,38,25,0
14-12-67,0,37,25,0
15-12-67,0,41,27,0
16-12-67,0,39,32,0
17-12-67,0.01,37,32,1
18-12-67,0,38,31,0
19-12-67,0,36,31,0
20-12-67,0,34,28,0
21-12-67,0.5,48,30,1
22-12-67,0.38,52,46,1
23-12-67,0.2,53,49,1
24-12-67,0.11,53,50,1
25-12-67,0.3,52,49,1
26-12-67,0.14,50,48,1
27-12-67,0,49,47,0
28-12-67,0.02,49,46,1
29-12-67,0,47,42,0
30-12-67,0,43,39,0
31-12-67,0.34,46,38,1
01-01-68,0.09,47,33,1
02-01-68,0,38,29,0
03-01-68,0,41,30,0
04-01-68,0.19,44,38,1
05-01-68,0.05,41,32,1
06-01-68,0,38,30,0
07-01-68,0.09,44,31,1
08-01-68,0.2,43,35,1
09-01-68,0.77,48,35,1
10-01-68,0.29,38,34,1
11-01-68,0,42,33,0
12-01-68,0.45,45,39,1
13-01-68,0.54,54,44,1
14-01-68,0.36,59,50,1
15-01-68,0.23,53,40,1
16-01-68,0.1,47,38,1
17-01-68,0.28,49,37,1
18-01-68,0.47,53,42,1
19-01-68,1.18,52,45,1
20-01-68,0.84,59,50,1
21-01-68,0.03,56,47,1
22-01-68,0,49,44,0
23-01-68,0,55,41,0
24-01-68,0.02,56,35,1
25-01-68,0.01,39,33,1
26-01-68,0.01,41,31,1
27-01-68,0,37,26,0
28-01-68,0.01,36,25,1
29-01-68,0.18,35,29,1
30-01-68,0.14,38,29,1
31-01-68,0.37,40,35,1
01-02-68,0.29,48,37,1
02-02-68,0.71,55,42,1
03-02-68,1.29,54,43,1
04-02-68,0,51,39,0
05-02-68,0,47,37,0
06-02-68,0,54,37,0
07-02-68,0,60,35,0
08-02-68,0,55,33,0
09-02-68,0,62,37,0
10-02-68,0,57,37,0
11-02-68,0,54,30,0
12-02-68,0,63,38,0
13-02-68,0,55,38,0
14-02-68,0,53,35,0
15-02-68,0,53,33,0
16-02-68,0,54,34,0
17-02-68,0.45,53,44,1
18-02-68,1.63,54,50,1
19-02-68,0.35,55,50,1
20-02-68,0.23,55,47,1
21-02-68,0.13,55,48,1
22-02-68,0.37,55,48,1
23-02-68,0.62,56,49,1
24-02-68,0,59,45,0
25-02-68,0.01,55,39,1
26-02-68,0,59,44,0
27-02-68,0,70,45,0
28-02-68,0,68,40,0
29-02-68,0,68,40,0
01-03-68,0,62,47,0
02-03-68,0,59,46,0
03-03-68,0,58,45,0
04-03-68,0.39,58,48,1
05-03-68,0.31,56,43,1
06-03-68,0,52,40,0
07-03-68,0.1,49,39,1
08-03-68,0,52,34,0
09-03-68,0,52,33,0
10-03-68,0,56,41,0
11-03-68,0.51,55,44,1
12-03-68,0.25,57,45,1
13-03-68,0.03,53,42,1
14-03-68,0.38,53,42,1
15-03-68,0.79,49,43,1
16-03-68,0.45,50,42,1
17-03-68,0.01,52,40,1
18-03-68,0,54,36,0
19-03-68,0,58,38,0
20-03-68,0,69,39,0
21-03-68,0,68,44,0
22-03-68,0,63,49,0
23-03-68,0.3,58,45,1
24-03-68,0.1,56,42,1
25-03-68,0.51,52,43,1
26-03-68,0.16,55,43,1
27-03-68,0.64,48,44,1
28-03-68,0.13,52,44,1
29-03-68,0.02,53,38,1
30-03-68,0,54,32,0
31-03-68,0,56,42,0
01-04-68,0.01,55,44,1
02-04-68,0.01,59,45,1
03-04-68,0,58,45,0
04-04-68,0.08,53,43,1
05-04-68,0,55,39,0
06-04-68,0.01,53,42,1
07-04-68,0,54,42,0
08-04-68,0,55,40,0
09-04-68,0,66,40,0
10-04-68,0.07,59,40,1
11-04-68,0,53,36,0
12-04-68,0.02,47,33,1
13-04-68,0,50,33,0
14-04-68,0.44,48,42,1
15-04-68,0.01,52,36,1
16-04-68,0.12,50,35,1
17-04-68,0,55,34,0
18-04-68,0.3,49,39,1
19-04-68,0,52,37,0
20-04-68,0,54,36,0
21-04-68,0,55,38,0
22-04-68,0,64,39,0
23-04-68,0.24,60,44,1
24-04-68,0,53,43,0
25-04-68,0,56,47,0
26-04-68,0,58,44,0
27-04-68,0,69,43,0
28-04-68,0,76,46,0
29-04-68,0,71,49,0
30-04-68,0.02,58,46,1
01-05-68,0,60,41,0
02-05-68,0,65,43,0
03-05-68,0,68,45,0
04-05-68,0,59,42,0
05-05-68,0.11,51,41,1
06-05-68,0,57,44,0
07-05-68,0,62,44,0
08-05-68,0,71,45,0
09-05-68,0,74,53,0
10-05-68,0,66,50,0
11-05-68,0,67,48,0
12-05-68,0.01,56,46,1
13-05-68,0,59,44,0
14-05-68,0,67,50,0
15-05-68,0,67,47,0
16-05-68,0,76,48,0
17-05-68,0,80,47,0
18-05-68,0,79,50,0
19-05-68,0.7,71,57,1
20-05-68,0.22,65,52,1
21-05-68,0,64,50,0
22-05-68,0,66,52,0
23-05-68,0.02,66,50,1
24-05-68,0,68,51,0
25-05-68,0.15,63,53,1
26-05-68,0,66,51,0
27-05-68,0.05,67,52,1
28-05-68,0,69,54,0
29-05-68,0.03,65,52,1
30-05-68,0,67,51,0
31-05-68,0.38,65,51,1
01-06-68,1.75,60,54,1
02-06-68,0.28,68,53,1
03-06-68,0,67,52,0
04-06-68,0,71,51,0
05-06-68,0,74,50,0
06-06-68,0,63,51,0
07-06-68,0,62,51,0
08-06-68,0,61,52,0
09-06-68,0,67,51,0
10-06-68,0.02,70,55,1
11-06-68,0,64,50,0
12-06-68,0,66,48,0
13-06-68,0.05,64,52,1
14-06-68,0,70,49,0
15-06-68,0,75,50,0
16-06-68,0,72,53,0
17-06-68,0,74,52,0
18-06-68,0,81,53,0
19-06-68,0.09,67,54,1
20-06-68,0,70,51,0
21-06-68,0.05,67,49,1
22-06-68,0.03,65,53,1
23-06-68,0,75,54,0
24-06-68,0,82,58,0
25-06-68,0,87,61,0
26-06-68,0.3,71,59,1
27-06-68,0.19,62,51,1
28-06-68,0.26,60,50,1
29-06-68,0,68,48,0
30-06-68,0,72,51,0
01-07-68,0,87,55,0
02-07-68,0,92,62,0
03-07-68,0,87,57,0
04-07-68,0,77,57,0
05-07-68,0,80,58,0
06-07-68,0,85,55,0
07-07-68,0,85,56,0
08-07-68,0,85,60,0
09-07-68,0,76,56,0
10-07-68,0,78,60,0
11-07-68,0.11,67,60,1
12-07-68,0.45,66,55,1
13-07-68,0.05,72,50,1
14-07-68,0,68,56,0
15-07-68,0.01,68,53,1
16-07-68,0,72,50,0
17-07-68,0,74,56,0
18-07-68,0,76,54,0
19-07-68,0.21,68,53,1
20-07-68,0,70,54,0
21-07-68,0,72,52,0
22-07-68,0,71,54,0
23-07-68,0,74,53,0
24-07-68,0,81,56,0
25-07-68,0,78,56,0
26-07-68,0,82,55,0
27-07-68,0,88,58,0
28-07-68,0,87,59,0
29-07-68,0,81,56,0
30-07-68,0,85,56,0
31-07-68,0,91,59,0
01-08-68,0,90,62,0
02-08-68,0,78,56,0
03-08-68,0,72,57,0
04-08-68,0,73,57,0
05-08-68,0,71,57,0
06-08-68,0,74,53,0
07-08-68,0,78,52,0
08-08-68,0,79,55,0
09-08-68,0,85,57,0
10-08-68,0,87,60,0
11-08-68,0,79,53,0
12-08-68,0,76,54,0
13-08-68,0.15,65,53,1
14-08-68,1.6,58,56,1
15-08-68,0,67,56,0
16-08-68,0,69,56,0
17-08-68,0.02,69,56,1
18-08-68,0.14,66,54,1
19-08-68,0.07,61,52,1
20-08-68,0,69,53,0
21-08-68,0,71,52,0
22-08-68,0.16,67,57,1
23-08-68,1.21,65,56,1
24-08-68,0.1,61,54,1
25-08-68,0.59,60,54,1
26-08-68,0.38,74,53,1
27-08-68,0.15,67,56,1
28-08-68,0.01,72,57,1
29-08-68,0,75,53,0
30-08-68,0,76,55,0
31-08-68,0,79,57,0
01-09-68,0.14,63,58,1
02-09-68,0,67,55,0
03-09-68,0,72,53,0
04-09-68,0,76,55,0
05-09-68,0,80,57,0
06-09-68,0,75,60,0
07-09-68,0,72,59,0
08-09-68,0,73,55,0
09-09-68,0,68,53,0
10-09-68,0,70,57,0
11-09-68,0.16,64,56,1
12-09-68,0,65,53,0
13-09-68,0.02,60,54,1
14-09-68,0.44,63,54,1
15-09-68,0,66,54,0
16-09-68,0.06,61,54,1
17-09-68,0.56,60,52,1
18-09-68,0.3,56,48,1
19-09-68,0.23,55,47,1
20-09-68,0,59,46,0
21-09-68,0,59,46,0
22-09-68,0.01,59,48,1
23-09-68,0.01,66,55,1
24-09-68,0,69,49,0
25-09-68,0,69,51,0
26-09-68,0,66,52,0
27-09-68,0,60,49,0
28-09-68,0,67,45,0
29-09-68,0,71,47,0
30-09-68,0,64,47,0
01-10-68,0,58,46,0
02-10-68,0,62,42,0
03-10-68,0,68,42,0
04-10-68,0.34,62,48,1
05-10-68,0.2,59,46,1
06-10-68,0,59,47,0
07-10-68,0,56,45,0
08-10-68,0,54,41,0
09-10-68,0.27,55,43,1
10-10-68,0.14,54,47,1
11-10-68,0.17,53,46,1
12-10-68,0.6,48,46,1
13-10-68,0.44,55,45,1
14-10-68,0.18,54,45,1
15-10-68,0.06,56,45,1
16-10-68,0,56,42,0
17-10-68,0.48,55,43,1
18-10-68,0,54,42,0
19-10-68,0.41,51,46,1
20-10-68,0.3,56,45,1
21-10-68,0.21,52,45,1
22-10-68,0,54,49,0
23-10-68,0,66,52,0
24-10-68,0,66,48,0
25-10-68,0.07,56,46,1
26-10-68,0,60,42,0
27-10-68,0,67,47,0
28-10-68,0,62,52,0
29-10-68,0.3,64,52,1
30-10-68,0.15,55,44,1
31-10-68,0,52,40,0
01-11-68,0,54,36,0
02-11-68,0.44,54,45,1
03-11-68,0,52,39,0
04-11-68,0,52,35,0
05-11-68,0.02,51,41,1
06-11-68,0,55,38,0
07-11-68,0.06,55,46,1
08-11-68,0.8,59,47,1
09-11-68,0.08,57,45,1
10-11-68,0.48,48,45,1
11-11-68,1.45,57,47,1
12-11-68,0.02,49,42,1
13-11-68,0,49,38,0
14-11-68,0,50,38,0
15-11-68,0,45,36,0
16-11-68,0,44,36,0
17-11-68,0.04,51,41,1
18-11-68,0.08,55,45,1
19-11-68,0,59,46,0
20-11-68,0.21,58,46,1
21-11-68,0.56,54,45,1
22-11-68,0.3,54,47,1
23-11-68,0,55,45,0
24-11-68,0.16,52,42,1
25-11-68,0,50,42,0
26-11-68,0.17,47,42,1
27-11-68,0,50,44,0
28-11-68,0,49,38,0
29-11-68,0.88,50,38,1
30-11-68,0.11,43,37,1
01-12-68,0.03,42,37,1
02-12-68,0.15,49,37,1
03-12-68,1.85,51,35,1
04-12-68,0.12,40,35,1
05-12-68,0.13,42,36,1
06-12-68,0,44,32,0
07-12-68,0.88,46,41,1
08-12-68,0.21,47,41,1
09-12-68,0.28,53,42,1
10-12-68,0.72,45,41,1
11-12-68,0.39,47,39,1
12-12-68,0,44,34,0
13-12-68,0.02,47,41,1
14-12-68,0.14,51,41,1
15-12-68,0.53,52,41,1
16-12-68,0,42,37,0
17-12-68,0.08,43,36,1
18-12-68,0.42,43,28,1
19-12-68,0,34,27,0
20-12-68,0,33,24,0
21-12-68,0.12,35,29,1
22-12-68,0.26,38,33,1
23-12-68,0.6,46,37,1
24-12-68,0.35,49,41,1
25-12-68,0,44,33,0
26-12-68,0.02,42,35,1
27-12-68,0.02,37,20,1
28-12-68,0.01,22,13,1
29-12-68,0,17,8,0
30-12-68,0.15,18,6,1
31-12-68,1.07,34,13,1
01-01-69,0.12,43,33,1
02-01-69,0,42,37,0
03-01-69,0.35,43,37,1
04-01-69,0.22,55,42,1
05-01-69,0.61,51,42,1
06-01-69,0.71,45,40,1
07-01-69,0.01,42,34,1
08-01-69,0.21,38,32,1
09-01-69,0.19,41,35,1
10-01-69,0.35,43,35,1
11-01-69,0.21,39,34,1
12-01-69,0.16,39,29,1
13-01-69,0.35,39,32,1
14-01-69,0.23,40,33,1
15-01-69,0.35,39,33,1
16-01-69,0.13,37,33,1
17-01-69,0.01,35,30,1
18-01-69,0,35,28,0
19-01-69,0.08,37,31,1
20-01-69,0.04,36,25,1
21-01-69,0.01,31,25,1
22-01-69,0,29,23,0
23-01-69,0,29,17,0
24-01-69,0,30,18,0
25-01-69,0.04,30,25,1
26-01-69,0.15,27,23,1
27-01-69,0.51,27,21,1
28-01-69,0.04,22,15,1
29-01-69,0.23,27,19,1
30-01-69,0.1,30,22,1
31-01-69,0.3,40,28,1
01-02-69,0,39,35,0
02-02-69,0.33,42,35,1
03-02-69,0.04,47,39,1
04-02-69,0.47,45,35,1
05-02-69,0,41,31,0
06-02-69,0,42,31,0
07-02-69,0.39,44,32,1
08-02-69,1.05,48,37,1
09-02-69,0.04,46,37,1
10-02-69,0.33,51,40,1
11-02-69,0.14,51,41,1
12-02-69,0.01,45,36,1
13-02-69,0,47,35,0
14-02-69,0,49,37,0
15-02-69,0.1,54,43,1
16-02-69,0.22,52,39,1
17-02-69,0,57,38,0
18-02-69,0,54,38,0
19-02-69,0,50,37,0
20-02-69,0,47,37,0
21-02-69,0,49,32,0
22-02-69,0,49,38,0
23-02-69,0.04,43,35,1
24-02-69,0,54,33,0
25-02-69,0,49,36,0
26-02-69,0,50,35,0
27-02-69,0,54,35,0
28-02-69,0,54,39,0
01-03-69,0.03,53,41,1
02-03-69,0,56,44,0
03-03-69,0.13,45,41,1
04-03-69,0.04,46,39,1
05-03-69,0.48,49,40,1
06-03-69,0.06,49,37,1
07-03-69,0,50,33,0
08-03-69,0,51,34,0
09-03-69,0,51,35,0
10-03-69,0,53,33,0
11-03-69,0,53,32,0
12-03-69,0,52,32,0
13-03-69,0,53,33,0
14-03-69,0,52,35,0
15-03-69,0.05,54,42,1
16-03-69,0.58,58,41,1
17-03-69,0.45,56,44,1
18-03-69,0.01,51,39,1
19-03-69,0.02,52,42,1
20-03-69,0,55,39,0
21-03-69,0,58,38,0
22-03-69,0.06,50,41,1
23-03-69,0,55,39,0
24-03-69,0,59,36,0
25-03-69,0,64,41,0
26-03-69,0,70,41,0
27-03-69,0,56,45,0
28-03-69,0,61,40,0
29-03-69,0.01,60,41,1
30-03-69,0.08,67,50,1
31-03-69,0.2,55,45,1
01-04-69,0.36,53,40,1
02-04-69,0.22,48,38,1
03-04-69,0.1,53,35,1
04-04-69,0.42,50,44,1
05-04-69,0.09,55,43,1
06-04-69,0.34,55,43,1
07-04-69,0,53,41,0
08-04-69,0,66,37,0
09-04-69,0.13,56,44,1
10-04-69,0,59,41,0
11-04-69,0,68,44,0
12-04-69,0.05,64,49,1
13-04-69,0,53,44,0
14-04-69,0,57,42,0
15-04-69,0,58,42,0
16-04-69,0.06,57,43,1
17-04-69,0.58,56,43,1
18-04-69,0.12,53,41,1
19-04-69,0.33,54,40,1
20-04-69,0.03,55,40,1
21-04-69,0,66,45,0
22-04-69,0.08,55,45,1
23-04-69,0.34,56,42,1
24-04-69,0,53,39,0
25-04-69,0,55,36,0
26-04-69,0,62,36,0
27-04-69,0.04,66,49,1
28-04-69,0.12,53,38,1
29-04-69,0,52,39,0
30-04-69,0.04,49,39,1
01-05-69,0.32,50,40,1
02-05-69,0.01,55,39,1
03-05-69,0.08,55,39,1
04-05-69,0,62,36,0
05-05-69,0,66,45,0
06-05-69,0,68,45,0
07-05-69,0,75,49,0
08-05-69,0,84,52,0
09-05-69,0,70,52,0
10-05-69,0,62,47,0
11-05-69,0,72,48,0
12-05-69,0,72,50,0
13-05-69,0,74,50,0
14-05-69,0,63,47,0
15-05-69,0,67,42,0
16-05-69,0,69,49,0
17-05-69,0,75,48,0
18-05-69,0,71,52,0
19-05-69,0,62,52,0
20-05-69,0,67,52,0
21-05-69,0,81,52,0
22-05-69,0,86,56,0
23-05-69,0.02,90,56,1
24-05-69,0.17,67,52,1
25-05-69,0.09,68,48,1
26-05-69,0.25,67,50,1
27-05-69,0.16,60,50,1
28-05-69,0,59,47,0
29-05-69,1.83,59,51,1
30-05-69,0,59,49,0
31-05-69,0,71,47,0
01-06-69,0,78,52,0
02-06-69,0,77,55,0
03-06-69,0,80,56,0
04-06-69,0,83,59,0
05-06-69,0,73,53,0
06-06-69,0,62,54,0
07-06-69,0,69,53,0
08-06-69,0,78,59,0
09-06-69,0,81,58,0
10-06-69,0,67,54,0
11-06-69,0,72,55,0
12-06-69,0,71,55,0
13-06-69,0,73,56,0
14-06-69,0,78,57,0
15-06-69,0,84,55,0
16-06-69,0,88,60,0
17-06-69,0,91,61,0
18-06-69,0,84,57,0
19-06-69,0,69,56,0
20-06-69,0,64,55,0
21-06-69,0,68,54,0
22-06-69,0.05,67,57,1
23-06-69,0.58,62,55,1
24-06-69,0.03,62,50,1
25-06-69,0.14,65,50,1
26-06-69,0,69,49,0
27-06-69,0.11,69,53,1
28-06-69,0,69,53,0
29-06-69,0,72,56,0
30-06-69,0,78,55,0
01-07-69,0.01,83,57,1
02-07-69,0,67,57,0
03-07-69,0.05,66,53,1
04-07-69,0.01,68,53,1
05-07-69,0,71,50,0
06-07-69,0,71,53,0
07-07-69,0,71,55,0
08-07-69,0,78,56,0
09-07-69,0,83,57,0
10-07-69,0.2,63,53,1
11-07-69,0,72,54,0
12-07-69,0,71,53,0
13-07-69,0,71,54,0
14-07-69,0,71,52,0
15-07-69,0,76,50,0
16-07-69,0,78,52,0
17-07-69,0,78,51,0
18-07-69,0,81,52,0
19-07-69,0,84,54,0
20-07-69,0,68,54,0
21-07-69,0,77,51,0
22-07-69,0,85,57,0
23-07-69,0,85,61,0
24-07-69,0,79,56,0
25-07-69,0,73,53,0
26-07-69,0,78,52,0
27-07-69,0,81,56,0
28-07-69,0,70,55,0
29-07-69,0,76,54,0
30-07-69,0,84,54,0
31-07-69,0,74,57,0
01-08-69,0,69,55,0
02-08-69,0,71,55,0
03-08-69,0,73,52,0
04-08-69,0.04,71,55,1
05-08-69,0.17,72,54,1
06-08-69,0,72,52,0
07-08-69,0,69,56,0
08-08-69,0,74,54,0
09-08-69,0,78,55,0
10-08-69,0,69,56,0
11-08-69,0,73,56,0
12-08-69,0,70,54,0
13-08-69,0,78,58,0
14-08-69,0,84,58,0
15-08-69,0.01,68,56,1
16-08-69,0,70,51,0
17-08-69,0,76,52,0
18-08-69,0.02,74,57,1
19-08-69,0,72,58,0
20-08-69,0,74,61,0
21-08-69,0,75,59,0
22-08-69,0,74,54,0
23-08-69,0,81,54,0
24-08-69,0.03,76,56,1
25-08-69,0,74,59,0
26-08-69,0.03,72,51,1
27-08-69,0.15,65,54,1
28-08-69,0,68,55,0
29-08-69,0,71,48,0
30-08-69,0,75,51,0
31-08-69,0,80,54,0
01-09-69,0,83,57,0
02-09-69,0.01,73,54,1
03-09-69,0,68,52,0
04-09-69,0,61,54,0
05-09-69,0,70,51,0
06-09-69,0,79,51,0
07-09-69,0,85,56,0
08-09-69,0,83,61,0
09-09-69,0,84,57,0
10-09-69,0,81,49,0
11-09-69,0,81,56,0
12-09-69,0.05,66,54,1
13-09-69,0.23,65,48,1
14-09-69,0,66,48,0
15-09-69,0,67,43,0
16-09-69,0.04,62,51,1
17-09-69,1.26,67,53,1
18-09-69,0.35,67,53,1
19-09-69,0.74,61,55,1
20-09-69,0.13,64,54,1
21-09-69,0.13,65,53,1
22-09-69,1.27,64,56,1
23-09-69,0.44,63,54,1
24-09-69,0.11,65,53,1
25-09-69,0.02,65,53,1
26-09-69,0,66,50,0
27-09-69,0.03,61,52,1
28-09-69,0.05,63,54,1
29-09-69,0.37,61,53,1
30-09-69,0.34,63,52,1
01-10-69,0.06,61,51,1
02-10-69,0,59,46,0
03-10-69,0,59,46,0
04-10-69,0,60,42,0
05-10-69,0,65,43,0
06-10-69,0,73,47,0
07-10-69,0.49,62,53,1
08-10-69,0.22,59,50,1
09-10-69,0.01,60,47,1
10-10-69,0,56,42,0
11-10-69,0,58,37,0
12-10-69,0,60,44,0
13-10-69,0,58,40,0
14-10-69,0,61,37,0
15-10-69,0,67,44,0
16-10-69,0.02,59,43,1
17-10-69,0,55,37,0
18-10-69,0,51,35,0
19-10-69,0,52,37,0
20-10-69,0,58,51,0
21-10-69,0,70,47,0
22-10-69,0.01,54,46,1
23-10-69,0,55,41,0
24-10-69,0.03,55,44,1
25-10-69,0,61,44,0
26-10-69,0.05,64,53,1
27-10-69,0.18,58,49,1
28-10-69,0.05,60,48,1
29-10-69,0.06,58,51,1
30-10-69,0.01,61,50,1
31-10-69,0,66,51,0
01-11-69,0,62,49,0
02-11-69,0.01,61,50,1
03-11-69,0,57,49,0
04-11-69,1.54,57,48,1
05-11-69,0,59,49,0
06-11-69,0.01,55,49,1
07-11-69,0,56,48,0
08-11-69,0.03,50,47,1
09-11-69,0,54,44,0
10-11-69,0.04,54,48,1
11-11-69,0,51,44,0
12-11-69,0,54,48,0
13-11-69,0,49,44,0
14-11-69,0,46,40,0
15-11-69,0,54,40,0
16-11-69,0,45,38,0
17-11-69,0,48,38,0
18-11-69,0,53,42,0
19-11-69,0,54,43,0
20-11-69,0.29,47,44,1
21-11-69,0,52,40,0
22-11-69,0,44,36,0
23-11-69,0.29,51,42,1
24-11-69,0,48,38,0
25-11-69,0,50,38,0
26-11-69,0,49,37,0
27-11-69,0,49,30,0
28-11-69,0,41,31,0
29-11-69,0,40,30,0
30-11-69,0,49,30,0
01-12-69,0,50,33,0
02-12-69,0,55,36,0
03-12-69,0.15,46,34,1
04-12-69,0,50,41,0
05-12-69,0,50,36,0
06-12-69,0,49,42,0
07-12-69,0,50,43,0
08-12-69,0.26,47,41,1
09-12-69,0.13,46,40,1
10-12-69,0.12,46,37,1
11-12-69,0.75,55,40,1
12-12-69,0.83,51,43,1
13-12-69,0.74,56,44,1
14-12-69,0.13,54,45,1
15-12-69,0.02,52,41,1
16-12-69,0.24,46,40,1
17-12-69,0.1,53,42,1
18-12-69,0.2,54,46,1
19-12-69,0.11,56,44,1
20-12-69,0.15,54,48,1
21-12-69,0.38,53,45,1
22-12-69,0.58,49,45,1
23-12-69,0.47,47,39,1
24-12-69,0,47,36,0
25-12-69,0.01,50,41,1
26-12-69,0.31,47,39,1
27-12-69,0,42,37,0
28-12-69,0,47,39,0
29-12-69,0,46,42,0
30-12-69,0,46,41,0
31-12-69,0,47,41,0
01-01-70,0,42,35,0
02-01-70,0,44,34,0
03-01-70,0,41,33,0
04-01-70,0,40,29,0
05-01-70,0,41,30,0
06-01-70,0,44,33,0
07-01-70,0,45,38,0
08-01-70,0.15,42,38,1
09-01-70,0.17,42,33,1
10-01-70,0.03,41,30,1
11-01-70,0.02,44,36,1
12-01-70,0.07,40,32,1
13-01-70,1.63,50,38,1
14-01-70,0.62,52,39,1
15-01-70,0,40,32,0
16-01-70,0.01,37,33,1
17-01-70,0.54,45,35,1
18-01-70,0.69,52,45,1
19-01-70,0.67,52,46,1
20-01-70,0.1,55,45,1
21-01-70,0.32,55,46,1
22-01-70,0.5,54,42,1
23-01-70,0.02,52,45,1
24-01-70,0.85,46,42,1
25-01-70,0.41,44,38,1
26-01-70,0.84,43,36,1
27-01-70,0.16,43,35,1
28-01-70,0,45,36,0
29-01-70,0,45,33,0
30-01-70,0,46,33,0
31-01-70,0.42,49,43,1
01-02-70,0,50,42,0
02-02-70,0,48,42,0
03-02-70,0,48,40,0
04-02-70,0,42,37,0
05-02-70,0.17,41,33,1
06-02-70,0,54,41,0
07-02-70,0,65,47,0
08-02-70,0,65,43,0
09-02-70,0,57,39,0
10-02-70,0,59,45,0
11-02-70,0,54,41,0
12-02-70,0.08,58,49,1
13-02-70,0.15,52,46,1
14-02-70,0.09,51,40,1
15-02-70,0.94,48,46,1
16-02-70,0.3,51,46,1
17-02-70,0.52,46,42,1
18-02-70,0,48,42,0
19-02-70,0,52,38,0
20-02-70,0,57,38,0
21-02-70,0,62,37,0
22-02-70,0.01,55,36,1
23-02-70,0,57,40,0
24-02-70,0,60,39,0
25-02-70,0,57,37,0
26-02-70,0,57,35,0
27-02-70,0,50,39,0
28-02-70,0,50,36,0
01-03-70,0,45,34,0
02-03-70,0.06,48,30,1
03-03-70,0.06,46,37,1
04-03-70,0,51,39,0
05-03-70,0.13,52,34,1
06-03-70,1.18,53,43,1
07-03-70,0.04,53,43,1
08-03-70,0,51,35,0
09-03-70,0,60,33,0
10-03-70,0,60,36,0
11-03-70,0.12,51,41,1
12-03-70,0.35,51,43,1
13-03-70,0.13,60,46,1
14-03-70,0.58,55,47,1
15-03-70,0.01,52,43,1
16-03-70,0.03,49,40,1
17-03-70,0,49,36,0
18-03-70,0,53,33,0
19-03-70,0,58,34,0
20-03-70,0.3,54,42,1
21-03-70,0.01,51,43,1
22-03-70,0,54,40,0
23-03-70,0,49,43,0
24-03-70,0,53,39,0
25-03-70,0,51,35,0
26-03-70,0.03,55,43,1
27-03-70,0.01,53,36,1
28-03-70,0.12,54,44,1
29-03-70,0,54,41,0
30-03-70,0,58,36,0
31-03-70,0,60,37,0
01-04-70,0.29,52,43,1
02-04-70,0.04,53,39,1
03-04-70,0,56,36,0
04-04-70,0.02,52,43,1
